Ref,Val,Package,PosX,PosY,Rot,Side
"mouse-bite-2.54mm-slot","VAL**","mouse-bite-2.54mm-slot",-58.899999,-43.899999,180.000000,bottom
"mouse-bite-2.54mm-slot","VAL**","mouse-bite-2.54mm-slot",-27.200000,-34.300001,0.000000,bottom
"mouse-bite-2.54mm-slot","VAL**","mouse-bite-2.54mm-slot",-27.200000,-24.700001,0.000000,bottom
